leading_license_id;subordinate_license_id;leading_copyleft_status;subordinate_copyleft_status;osadl_compatibility;explanation
MPL-2.0-no-copyleft-exception;MS-RL;Yes (restricted);Yes (restricted);No;"Software under a copyleft license such as the MS-RL license normally cannot be redistributed under another copyleft license such as the MPL-2.0-no-copyleft-exception license, except if it were explicitly permitted in the licenses."
MPL-2.0-no-copyleft-exception;NBPL-1.0;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the NBPL-1.0 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the NBPL-1.0 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;NCSA;Yes (restricted);No;Yes;"Compatibility of the NCSA license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;NTP;Yes (restricted);No;Yes;"Compatibility of the NTP license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;OGC-1.0;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the OGC-1.0 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the OGC-1.0 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;OLDAP-2.8;Yes (restricted);No;Yes;"Compatibility of the OLDAP-2.8 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;OpenSSL;Yes (restricted);Questionable;Unknown;"The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases. Interpretation: The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases."
MPL-2.0-no-copyleft-exception;OSL-3.0;Yes (restricted);Yes;No;"Software under a copyleft license such as the OSL-3.0 license normally cannot be redistributed under another copyleft license such as the MPL-2.0-no-copyleft-exception license, except if it were explicitly permitted in the licenses."
MPL-2.0-no-copyleft-exception;PHP-3.01;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the PHP-3.01 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the PHP-3.01 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;PostgreSQL;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the PostgreSQL license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the PostgreSQL license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;Python-2.0;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the Python-2.0 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the Python-2.0 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;Qhull;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the Qhull license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the Qhull license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;RSA-MD;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the RSA-MD license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the RSA-MD license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;Saxpath;Yes (restricted);No;Yes;"Compatibility of the Saxpath license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;SGI-B-2.0;Yes (restricted);No;Yes;"Compatibility of the SGI-B-2.0 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;Sleepycat;Yes (restricted);Yes;No;"Software under a copyleft license such as the Sleepycat license normally cannot be redistributed under another copyleft license such as the MPL-2.0-no-copyleft-exception license, except if it were explicitly permitted in the licenses."
MPL-2.0-no-copyleft-exception;SMLNJ;Yes (restricted);No;Yes;"Compatibility of the SMLNJ license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;Spencer-86;Yes (restricted);No;Yes;"Compatibility of the Spencer-86 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;SSH-OpenSSH;Yes (restricted);No;Yes;"Compatibility of the SSH-OpenSSH license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;SSH-short;Yes (restricted);No;Yes;"Compatibility of the SSH-short license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;SunPro;Yes (restricted);No;Yes;"Compatibility of the SunPro license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;Unicode-DFS-2015;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the Unicode-DFS-2015 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the Unicode-DFS-2015 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;Unicode-DFS-2016;Yes (restricted);No;Yes;"Compatibility of the Unicode-DFS-2016 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;Unlicense;Yes (restricted);No;Yes;"Compatibility of the Unlicense license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;UPL-1.0;Yes (restricted);No;Yes;"Compatibility of the UPL-1.0 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;W3C;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the W3C license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the W3C license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;W3C-19980720;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the W3C-19980720 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the W3C-19980720 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;W3C-20150513;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the W3C-20150513 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the W3C-20150513 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;WTFPL;Yes (restricted);No;Yes;"Compatibility of the WTFPL license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;X11;Yes (restricted);No;Yes;"Compatibility of the X11 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;XFree86-1.1;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the XFree86-1.1 license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the XFree86-1.1 license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;Zlib;Yes (restricted);No;Yes;"Compatibility of the Zlib license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MPL-2.0-no-copyleft-exception;zlib-acknowledgement;Yes (restricted);No;Unknown;"There is insufficient information or knowledge whether the zlib-acknowledgement license is compatible with the MPL-2.0-no-copyleft-exception license or not. Therefore, a general recommendation on the compatibility of the zlib-acknowledgement license with the MPL-2.0-no-copyleft-exception license cannot be given."
MPL-2.0-no-copyleft-exception;ZPL-2.0;Yes (restricted);No;Yes;"Compatibility of the ZPL-2.0 license with the MPL-2.0-no-copyleft-exception license is explicitly stated in the MPL-2.0-no-copyleft-exception license checklist."
MS-PL;0BSD;Questionable;No;Yes;"Compatibility of the 0BSD license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;AFL-2.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;AFL-2.1;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;AFL-3.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;AGPL-3.0-only;Questionable;Yes;No;"Software under a copyleft license such as the AGPL-3.0-only cannot be redistributed under the MS-PL license even if the MS-PL were considered to have no copyleft clause. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;AGPL-3.0-or-later;Questionable;Yes;No;"Software under a copyleft license such as the AGPL-3.0-or-later cannot be redistributed under the MS-PL license even if the MS-PL were considered to have no copyleft clause. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Apache-1.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Apache-1.1;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Apache-2.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Artistic-1.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Artistic-1.0-Perl;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Artistic-2.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;Bitstream-Vera;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;blessing;Questionable;No;Yes;"Compatibility of the blessing license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BlueOak-1.0.0;Questionable;No;Yes;"Compatibility of the BlueOak-1.0.0 license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-1-Clause;Questionable;No;Yes;"Compatibility of the BSD-1-Clause license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-2-Clause;Questionable;No;Yes;"Compatibility of the BSD-2-Clause license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-2-Clause-Patent;Questionable;No;Yes;"Compatibility of the BSD-2-Clause-Patent license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-3-Clause;Questionable;No;Yes;"Compatibility of the BSD-3-Clause license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-3-Clause-Open-MPI;Questionable;No;Yes;"Compatibility of the BSD-3-Clause-Open-MPI license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-4-Clause;Questionable;No;Yes;"Compatibility of the BSD-4-Clause license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-4-Clause-UC;Questionable;No;Yes;"Compatibility of the BSD-4-Clause-UC license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-4.3TAHOE;Questionable;No;Yes;"Compatibility of the BSD-4.3TAHOE license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSD-Source-Code;Questionable;No;Yes;"Compatibility of the BSD-Source-Code license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;BSL-1.0;Questionable;No;Yes;"Compatibility of the BSL-1.0 license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;bzip2-1.0.5;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;bzip2-1.0.6;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;CC-BY-2.5;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;CC-BY-3.0;Questionable;No;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;CDDL-1.0;Questionable;Yes (restricted);No;"Software under a copyleft license such as the CDDL-1.0 cannot be redistributed under the MS-PL license even if the MS-PL were considered to have no copyleft clause. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;CDDL-1.1;Questionable;Yes (restricted);No;"Software under a copyleft license such as the CDDL-1.1 cannot be redistributed under the MS-PL license even if the MS-PL were considered to have no copyleft clause. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;CPL-1.0;Questionable;Yes;No;"Software under a copyleft license such as the CPL-1.0 cannot be redistributed under the MS-PL license even if the MS-PL were considered to have no copyleft clause. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
MS-PL;curl;Questionable;No;Yes;"Compatibility of the curl license with the MS-PL license is explicitly stated in the MS-PL license checklist. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
